Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,EVEBITDA,Debt to equity,Return on equity,Interest Coverage Ratio,Pledged percentage,Sales growth 3Years,Profit growth 3Years,Average return on equity 3Years,Cash from operations last year,Operating cash flow 3years,Average return on capital employed 3Years,OPM,Sales growth,Capital work in progress
Supreme Power,,SUPREMEPWR,INE0QHG01026,Electrical Equipment,Other Electrical Equipment,210.50,25.18,526.06,0.00,4.90,10.11,51.06,33.56,21.51,18.14,0.39,19.40,12.12,0.00,36.02,23.70,22.61,27.73,58.46,28.74,15.07,31.27,27.98
Suraj,531638,SURAJLTD,INE713C01016,Industrial Products,Iron & Steel Products,198.08,40.64,363.76,0.76,3.24,109.03,39.03,-22.47,7.10,18.22,0.45,4.92,4.05,0.00,-17.50,-31.19,10.24,17.27,49.08,14.18,9.09,-15.18,0.00
Suraj Products,518075,,INE069E01019,Industrial Products,Iron & Steel Products,255.10,13.86,290.81,0.88,6.73,46.62,87.70,8.67,14.73,7.89,0.04,11.95,38.47,0.00,2.15,-10.18,16.69,39.51,100.85,19.39,10.72,-1.16,1.22
Surana Solar,533298,SURANASOL,INE272L01022,Electrical Equipment,Heavy Electrical Equipment,25.30,19.45,124.49,0.00,5.44,1842.86,17.15,720.57,-0.35,12.25,0.00,-1.88,38.85,0.00,-20.96,,0.14,5.31,6.93,0.83,-2.53,21.57,0.00
Surani Steel Tub,,SURANI,INE01ZJ01015,Industrial Products,Iron & Steel Products,93.10,,144.75,0.00,-0.07,-104.21,41.34,-63.80,0.77,64.64,0.00,-0.43,,0.00,-9.28,19.87,1.02,12.60,-35.33,1.18,-1.73,-58.99,0.86
Surya Roshni,500336,SURYAROSNI,INE335A01020,Industrial Products,Iron & Steel Products,227.45,15.88,4950.13,2.20,59.60,77.22,2046.48,27.54,15.60,7.90,0.03,10.90,16.03,0.00,-1.94,-6.10,13.70,400.66,1341.63,19.00,6.64,11.69,29.56
Susan Electrical,544793,,INE2L0V01019,Industrial Products,Cables - Electricals,294.50,23.90,598.74,0.00,6.39,1621.43,95.36,279.01,37.00,20.34,1.73,64.61,4.76,0.00,50.82,193.70,54.44,-9.71,-33.59,24.48,11.93,98.55,0.00
Suzlon Energy,532667,SUZLON,INE040H01021,Electrical Equipment,Heavy Electrical Equipment,40.80,17.69,55634.99,0.00,305.22,-5.89,3829.09,22.27,34.15,17.18,0.06,39.67,5.77,0.00,40.99,162.85,38.46,1202.06,2373.55,30.53,17.32,45.24,189.97
Swadeshi Inds,506863,,INE716M01034,Industrial Products,Packaging,77.27,108.31,178.71,0.00,0.53,51.43,17.18,84.93,13.93,77.90,0.03,10.68,218.00,0.00,353.58,166.84,8.26,-1.00,-2.91,9.04,3.18,206.86,0.00
Swan Defence,533107,SWANDEF,INE542F01020,Industrial Manufacturing,Ship Building & Allied Services,2679.70,,14117.24,0.00,-41.68,-35.37,30.61,7188.10,-7.60,-112.99,40.03,-123.61,-7.95,0.00,346.86,22.89,-48.86,182.06,15.71,-5.66,-95.78,4092.35,165.93
Swaraj Engines,500407,SWARAJENG,INE277A01016,Industrial Products,"Compressors, Pumps & Diesel Engines",3545.70,21.08,4307.98,3.10,55.53,11.13,588.39,21.54,58.38,14.08,0.00,43.61,723.24,0.00,12.18,14.14,41.58,116.52,435.57,55.41,13.35,20.79,54.81
Swashthik Plas.,544035,,INE0RDR01012,Industrial Products,Plastic Products - Industrial,20.89,5.06,40.67,0.00,2.54,1.60,77.09,6.98,9.95,5.29,0.94,9.00,2.61,0.00,49.54,38.60,10.93,33.52,4.78,12.24,15.55,6.45,30.22
Swastik Pipe,,SWASTIK,INE0DGC01025,Industrial Products,Iron & Steel Products,18.60,,43.21,0.00,-47.88,-396.84,146.07,-61.60,-20.76,-3.18,1.03,-37.22,-3.16,38.09,-18.37,,-11.40,-20.51,29.17,-2.98,-17.46,-46.99,1.03
Swastika Castal,544452,,INE0PTF01017,Industrial Products,Castings & Forgings,120.00,29.87,97.97,0.00,1.96,0.00,18.81,9.62,19.61,17.41,0.40,17.95,5.85,0.00,13.81,78.16,18.51,-7.72,-3.95,18.88,15.22,19.18,0.33
Swelect Energy,532051,SWELECTES,INE409B01013,Electrical Equipment,Heavy Electrical Equipment,587.00,20.70,889.82,0.60,7.66,-65.58,130.77,-26.21,8.00,8.65,0.87,5.34,1.96,0.00,38.81,206.07,1.93,95.49,315.12,6.14,22.61,-10.86,162.16
Switching Tech.,517201,,INE311D01017,Electrical Equipment,Other Electrical Equipment,137.60,,33.71,0.00,-1.69,-0.60,0.93,-53.73,,-3.50,,,,0.00,-10.53,2.02,,0.32,0.59,0.00,-133.19,-8.89,0.00
Synergy Green,541929,SGIL,INE00QT01015,Industrial Products,Castings & Forgings,642.50,,998.64,0.16,-10.11,-399.11,75.15,-10.06,9.24,29.84,2.25,4.55,0.67,0.00,8.14,86.31,14.67,19.27,40.57,17.89,9.15,-2.47,47.46
Syrma SGS Tech.,543573,SYRMA,INE0DYJ01015,Industrial Manufacturing,Industrial Products,1732.60,89.96,33409.81,0.09,105.69,101.19,1588.62,68.29,16.78,51.06,0.14,13.96,12.22,0.00,33.00,39.45,10.36,289.57,356.90,12.70,11.17,53.01,71.81
Systematic Inds.,544541,,INE1KLZ01011,Industrial Products,Cables - Electricals,281.00,29.20,627.51,0.00,11.73,4.17,298.83,6.03,17.45,15.44,0.05,14.90,5.67,0.00,19.91,49.35,19.31,6.07,28.88,18.98,6.63,23.74,1.89
T & I Global,522294,,INE811B01010,Industrial Manufacturing,Industrial Products,177.45,14.48,89.93,0.00,1.83,-29.07,30.28,-12.28,10.46,7.73,0.00,7.16,,0.00,-6.06,-4.49,6.68,18.90,27.09,10.18,3.43,18.26,0.00
T N Steel Tubes,513540,,INE176E01012,Industrial Products,Iron & Steel Products,31.50,538.00,16.14,0.00,0.02,-60.00,21.36,-14.87,5.12,14.76,1.05,0.41,1.73,0.00,-0.07,-57.19,0.81,1.77,2.80,4.24,1.61,12.99,0.00
T R I L,532928,TARIL,INE763I01026,Electrical Equipment,Heavy Electrical Equipment,277.65,32.23,8334.10,0.09,64.29,-8.66,572.34,8.13,23.31,19.43,0.30,19.12,7.51,21.84,21.56,86.58,18.79,-105.38,80.36,22.03,15.22,14.60,138.31
Tainwala Chem.,507785,TAINWALCHM,INE123C01018,Industrial Products,Plastic Products - Industrial,209.20,24.32,195.81,1.43,0.03,-97.51,0.95,-5.94,7.91,18.00,0.00,6.29,,0.00,11.59,71.00,4.56,-2.01,9.01,5.46,2.93,11.90,0.00
Taneja Aerospace,522229,TANAA,INE692C01020,Aerospace & Defense,Aerospace & Defense,345.10,46.03,880.02,0.72,5.73,61.86,10.31,21.01,15.60,29.66,0.00,11.40,43.81,0.00,8.02,14.60,11.39,22.56,61.86,15.44,61.18,4.88,0.00
Tankup Engi.,,TANKUP,INE0Z7N01017,Industrial Products,Other Industrial Products,1652.30,183.03,874.89,0.00,2.74,174.00,35.60,162.73,18.96,113.23,1.21,26.30,4.13,0.00,69.24,82.22,34.23,-34.36,-40.96,33.80,12.61,182.02,0.24
Taparia Tools,505685,,INE614R01014,Industrial Products,Iron & Steel Products,14.73,0.14,22.36,458.25,47.76,38.11,275.99,14.20,49.99,0.07,0.00,37.58,817.63,0.00,10.21,28.84,35.93,137.34,333.03,47.79,19.82,12.12,0.13
Tarapur Trans,533203,TARAPUR,INE747K01017,Electrical Equipment,Heavy Electrical Equipment,12.19,,23.77,0.00,-0.44,-540.00,0.00,,2.60,641.60,16.11,,-0.26,93.31,,23.60,,2.01,27.46,-21.64,,,0.00
Tata Motors,544569,TMCV,INE1TAE01010,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,441.50,21.90,162595.15,0.91,2556.00,87.00,20667.00,19.30,35.90,12.73,0.44,34.02,14.08,0.00,,,,14981.00,,35.90,12.87,15.43,2026.00
Taurian MPS,,TAURIAN,INE0XWS01018,Industrial Manufacturing,Industrial Products,589.00,32.28,523.22,0.00,12.54,122.74,67.06,54.80,29.74,21.82,0.28,26.73,15.06,0.00,109.75,291.57,31.14,-37.27,-35.78,33.27,24.79,35.92,3.16
Taylormade Renew,541228,,INE459Z01017,Industrial Manufacturing,Industrial Products,58.72,79.13,72.80,0.00,-1.62,-125.00,1.88,-88.78,3.39,35.33,0.22,1.84,0.68,0.00,,,,-8.44,,3.39,-9.65,-53.01,17.40
TCPL Packaging,523301,TCPLPACK,INE822C01015,Industrial Products,Packaging,4106.80,30.92,3737.19,0.61,37.63,65.55,473.97,15.75,17.88,13.46,0.83,15.47,3.79,0.00,6.63,0.61,19.67,267.01,643.03,19.25,16.30,4.98,9.94
TD Power Systems,533553,TDPOWERSYS,INE419M01035,Electrical Equipment,Heavy Electrical Equipment,751.55,85.74,23576.64,0.14,86.29,72.34,640.05,72.10,34.02,58.13,0.02,24.72,225.94,0.00,28.62,35.59,22.13,129.07,252.59,29.91,18.01,54.29,17.32
Techera Enginee.,,TECHERA,INE0JQS01019,Aerospace & Defense,Aerospace & Defense,152.00,123.70,251.12,0.00,1.69,-86.14,24.20,-24.21,7.99,31.31,0.61,3.97,1.93,0.00,22.43,15.43,8.77,5.87,13.47,13.21,18.02,-2.02,1.07
Technocraf.Inds.,532804,TIIL,INE545H01011,Industrial Products,Iron & Steel Products,3003.40,20.05,6809.55,0.67,137.75,68.38,804.97,27.20,16.34,11.67,0.41,15.30,8.82,0.00,11.61,2.95,15.55,243.48,827.41,16.93,18.21,12.39,14.26
Technocrats Plasma,544877,,INE19QK01022,Industrial Products,Other Industrial Products,390.60,45.75,683.55,0.00,3.55,,30.68,,66.98,26.43,0.38,56.10,20.79,0.00,208.78,114.68,66.02,-11.66,-14.63,44.59,20.03,166.03,0.00
Tega Inds.,543413,TEGA,INE011K01018,Industrial Manufacturing,Industrial Products,2091.60,,15713.71,0.10,-108.25,-406.31,1723.44,383.99,8.14,43.69,0.12,5.94,1.31,0.00,11.70,-8.15,11.13,350.34,797.51,15.05,7.55,84.88,110.81
Tembo Global,,TEMBO,INE869Y01028,Industrial Products,Iron & Steel Products,58.28,10.56,1080.81,0.17,31.21,57.99,302.35,21.86,22.84,7.36,0.85,27.53,6.63,40.65,63.41,135.64,30.24,-90.22,-150.59,26.09,14.29,34.06,68.31
Tempsens Instruments,544886,TEMPSENS,INE1KZI01025,Industrial Manufacturing,Industrial Products,531.05,64.86,4451.94,0.00,16.26,14.20,118.71,33.35,17.84,39.63,0.16,14.39,16.60,0.00,22.81,28.45,17.18,42.02,133.31,22.31,22.63,17.53,0.61
Texel Industries,526638,,INE594V01028,Industrial Products,Plastic Products - Industrial,62.32,15.77,87.82,0.00,1.06,35.90,28.48,10.60,9.85,8.12,0.55,10.28,1.71,0.00,-0.21,34.13,-3.99,-0.59,11.68,4.46,10.11,-13.52,0.00
Texmaco Rail,533326,TEXRAIL,INE621L01012,Industrial Manufacturing,Railway Wagons,125.67,23.55,5113.07,0.60,50.08,66.86,756.68,-16.90,11.15,12.99,0.38,7.30,3.39,0.00,24.96,93.88,7.53,362.67,411.87,11.79,8.91,-14.32,164.68
Texmo Pipes,533164,TEXMOPIPES,INE141K01013,Industrial Products,Plastic Products - Industrial,56.91,10.99,166.15,0.00,6.41,20.70,117.46,11.63,9.20,5.41,0.24,6.30,5.01,0.00,-16.14,30.69,6.53,0.99,41.14,9.43,9.07,2.73,0.00
Thakral Services,509015,,INE190F01028,Industrial Manufacturing,Industrial Products,14.50,567.33,17.02,0.00,-0.01,87.50,0.17,21.43,,831.67,,,,0.00,-65.76,25.80,,-0.10,3.69,-89.15,-57.14,97.44,0.00
The Anup Enginee,542460,ANUP,INE294Z01018,Industrial Manufacturing,Industrial Products,1677.10,39.14,3359.48,0.72,0.57,-97.83,125.25,-28.52,21.00,23.91,0.16,17.10,12.27,0.00,25.97,29.32,,2.16,,21.00,18.55,1.38,1.57
Thejo Engg.,,THEJO,INE121N01019,Industrial Manufacturing,Industrial Products,2185.00,40.97,2370.30,0.23,15.24,71.66,177.61,31.02,19.35,23.74,0.12,15.67,15.70,0.00,10.04,16.09,18.95,38.94,163.45,23.26,13.20,20.86,12.67
Thermax,500411,THERMAX,INE152A01029,Electrical Equipment,Heavy Electrical Equipment,3447.20,74.63,41075.56,0.41,21.79,-83.44,2302.73,6.73,13.94,37.06,0.42,10.55,6.40,0.00,10.02,6.88,11.53,541.55,1868.64,15.06,8.02,4.74,1441.83
Tijaria Polypipe,533629,TIJARIA,INE440L01017,Industrial Products,Plastic Products - Industrial,6.93,,19.84,0.00,-0.36,-33.33,0.00,,-1.88,,,,-1.17,0.00,,23.05,,5.01,3.73,-4.27,,,0.00
TIL,505196,TIL,INE806C01018,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,251.11,,2073.11,0.00,-4.75,18.97,117.13,86.19,2.90,95.57,3.44,-25.95,0.36,0.00,94.65,19.91,,-88.44,-302.40,-11.82,5.00,21.29,2.62
Time Technoplast,532856,TIMETECHNO,INE508G01029,Industrial Products,Plastic Products - Industrial,181.22,18.26,8945.66,0.83,117.86,22.21,1692.71,25.14,16.52,9.77,0.18,13.14,9.91,0.00,12.49,28.12,13.31,233.24,1070.00,16.50,14.30,15.51,229.77
Timken India,522113,TIMKEN,INE325A01013,Industrial Products,Abrasives & Bearings,3206.10,58.93,24115.88,0.08,115.13,10.47,929.09,14.87,18.26,35.69,0.00,13.69,167.76,0.00,6.80,0.68,15.90,437.43,1164.65,20.85,18.13,11.56,100.72
Tinna Rubber,530475,TINNARUBR,INE015C01016,Industrial Products,Rubber,978.10,28.57,1762.12,0.33,20.57,75.21,156.18,19.89,22.46,17.42,0.43,22.06,8.83,0.00,22.45,35.64,27.86,57.48,152.52,27.71,18.53,14.43,41.72
TIPCO Engineering,544740,,INE1U6D01014,Industrial Manufacturing,Industrial Products,293.05,24.05,608.59,0.00,16.73,156.99,94.97,65.51,36.26,15.14,0.41,38.00,6.69,0.00,59.25,114.63,50.59,3.26,5.26,42.36,26.23,9.12,4.36
Tirupati Forge,,TIRUPATIFL,INE319Y01024,Industrial Products,Castings & Forgings,78.28,166.88,1017.95,0.00,1.22,-13.48,38.10,17.96,7.53,53.37,0.31,5.24,3.54,0.00,20.86,-11.86,8.51,16.09,32.25,12.74,9.83,42.34,66.62
Titagarh Rail,532966,TITAGARH,INE615H01020,Industrial Manufacturing,Railway Wagons,822.60,57.05,11078.26,0.12,52.58,67.47,765.07,12.63,10.92,28.86,0.25,6.78,5.00,0.06,4.65,7.36,9.56,322.43,310.82,16.74,10.73,-10.22,191.69
TMT (I),522171,,INE182E01010,Industrial Manufacturing,Industrial Products,8.87,,4.39,0.00,-0.05,37.50,0.00,,-22.22,-189.33,,,,0.00,,23.55,,-0.19,-0.87,-65.18,-400.00,,0.00
TPI India,500421,,INE578C01021,Industrial Products,Packaging,18.65,26.80,80.13,0.00,0.39,454.55,8.71,27.34,92.14,20.27,,,3.79,0.00,16.87,-46.10,,1.26,-0.37,95.63,12.65,16.68,0.04
TPL Plastech,526582,TPLPLASTEH,INE413G01022,Industrial Products,Packaging,65.85,17.04,513.65,1.97,6.54,19.56,124.38,37.59,22.28,10.60,0.11,18.37,8.62,0.00,16.02,24.37,17.17,16.32,61.92,20.38,10.86,25.92,5.61
Trans Freight,513063,,INE360D01014,Industrial Products,Iron & Steel Products,18.66,9.50,13.58,0.00,0.37,2.78,0.00,,3.66,8.59,0.00,3.71,,0.00,,,3.35,-0.46,0.36,3.50,,,0.00
Trans India,523752,,INE502D01011,Industrial Manufacturing,Industrial Products,2.89,12.52,20.53,0.00,-0.12,-166.67,2.00,-91.52,6.22,9.34,0.24,4.17,2.42,0.00,,,,-51.44,,6.22,7.49,-25.14,0.00
Transrail Light,544317,TRANSRAILL,INE454P01035,Electrical Equipment,Heavy Electrical Equipment,469.25,15.08,6299.96,0.64,107.88,1.95,1736.03,4.59,33.56,7.08,0.30,19.98,3.59,0.00,29.72,56.24,21.39,642.92,965.71,34.60,11.79,14.95,65.28
TRF,505854,TRF,INE391D01019,Industrial Manufacturing,Industrial Products,215.65,45.27,237.22,0.00,1.88,-46.44,26.03,11.14,9.42,31.24,1.54,,1.32,0.00,-21.70,-62.27,,-0.07,127.39,22.94,7.82,-17.73,2.30
Triveni Turbine,533655,TRITURBINE,INE152M01016,Electrical Equipment,Heavy Electrical Equipment,554.20,50.75,17617.93,0.77,51.10,-20.78,442.70,19.23,34.12,34.10,0.02,25.23,197.38,0.00,20.47,24.55,27.26,110.95,568.69,37.93,18.95,17.70,16.99
Trom Industries,,TROM,INE0SYV01018,Electrical Equipment,Heavy Electrical Equipment,53.50,7.11,49.19,0.00,2.54,429.17,83.27,76.87,16.19,4.48,0.59,13.78,5.06,0.00,72.67,187.90,19.78,-4.44,-32.11,33.53,8.54,32.24,0.00
True Colors,544531,,INE1LDV01015,Industrial Manufacturing,Industrial Products,145.80,11.50,359.46,0.00,16.44,-24.13,150.43,6.86,25.69,8.44,0.25,25.78,7.09,0.00,55.15,99.81,38.52,-34.99,-16.54,32.44,15.62,29.08,2.11
Tulsyan NEC,513629,,INE463D01016,Industrial Products,Iron & Steel Products,32.70,,53.83,0.00,-21.41,-108.88,146.70,-42.98,-3.12,19.39,2.19,-42.64,0.02,99.63,-7.54,,-26.40,2.73,57.08,-2.47,-2.76,-18.04,0.12
Uflex,500148,UFLEX,INE516A01017,Industrial Products,Packaging,664.20,6.93,4796.29,0.45,423.08,629.63,5366.03,37.57,7.03,5.74,1.25,4.27,2.02,0.00,1.65,-17.35,4.10,992.37,2952.70,7.05,13.61,10.36,2176.20
Ultracab India,538706,,INE010R01023,Industrial Products,Cables - Electricals,8.06,19.90,99.10,0.00,1.07,-37.06,79.36,31.98,8.41,11.78,0.50,6.22,2.77,0.00,34.40,-1.45,11.40,5.47,-22.15,13.92,3.93,13.61,0.00
Uma Converter,,UMA,INE067901012,Industrial Products,Packaging,17.50,11.41,35.48,0.00,1.05,150.00,129.03,14.16,7.16,6.98,0.97,4.06,1.84,0.00,11.80,42.71,4.53,9.43,33.77,7.75,6.27,9.67,7.97
Umiya Tubes,539798,,INE173U01015,Industrial Products,Iron & Steel Products,24.20,6.62,31.36,0.00,1.75,,13.59,,14.19,6.53,0.00,14.13,238.00,0.00,20.67,39.01,-3.96,-18.03,-13.96,-3.48,17.08,2591.49,0.00
Uni Abex Alloy,504605,,INE361D01012,Industrial Products,Iron & Steel Products,4800.10,20.56,948.02,0.83,7.25,30.40,41.03,4.72,19.25,14.01,0.03,16.95,85.65,0.00,10.30,36.64,23.08,25.28,88.02,31.31,22.22,17.18,0.11
Unimech Aero.,544322,UNIMECH,INE0U3I01011,Aerospace & Defense,Aerospace & Defense,1665.10,117.69,8475.69,0.00,27.86,45.71,107.62,70.85,11.15,61.69,0.17,7.96,6.74,0.00,36.69,34.91,16.14,60.56,188.84,36.27,33.18,15.57,3.24
Unison Metals,538610,,INE099D01026,Industrial Products,Iron & Steel Products,0.87,3.12,25.77,0.00,1.92,100.00,132.14,-3.88,13.06,4.60,0.96,12.60,2.73,0.00,28.15,59.77,12.29,-38.92,-25.27,13.50,4.08,24.25,0.53
United Drilling,522014,UNIDT,INE961D01019,Industrial Manufacturing,Industrial Products,241.71,24.55,490.75,0.74,4.15,42.61,34.10,7.67,10.45,14.24,0.01,6.93,11.54,0.00,15.10,22.60,5.51,37.66,29.62,8.10,16.32,23.39,9.91
United Heat,,UHTL,INE0SMR01011,Industrial Products,Other Industrial Products,199.65,75.73,379.41,0.00,4.17,86.16,51.44,33.92,11.84,34.75,0.30,8.21,3.60,0.00,1.47,33.20,11.58,8.08,4.52,14.56,14.39,9.31,4.30
United Van Der,522091,,INE890G01047,Electrical Equipment,Heavy Electrical Equipment,36.50,58.53,251.67,1.10,1.12,-45.10,9.15,0.66,12.93,24.93,0.62,10.06,3.63,0.00,24.10,31.00,8.15,0.08,14.18,10.90,32.97,-4.28,0.19
Universal Cables,504212,UNIVCABLES,INE279A01012,Industrial Products,Cables - Electricals,1494.00,25.91,5183.49,0.30,70.14,108.75,945.06,57.46,11.68,14.91,0.62,8.90,3.01,0.00,11.13,11.35,6.87,63.48,272.16,10.08,8.74,33.64,137.29
Urja Global,526987,URJA,INE550C01020,Electrical Equipment,Other Electrical Equipment,8.95,362.70,515.03,0.00,0.43,-14.00,13.96,-26.56,1.30,212.82,0.05,0.77,3.74,0.00,18.98,-4.09,0.91,-26.12,-41.27,1.51,3.34,-18.75,55.90
Usha Martin,517146,USHAMART,INE228A01035,Industrial Products,Iron & Steel Products,518.80,29.01,15810.00,0.72,142.04,40.67,1033.00,16.44,19.47,18.32,0.07,15.10,42.14,0.00,4.14,9.40,16.49,655.34,1520.94,20.10,20.03,8.54,89.05
V-Marc India,,VMARCIND,INE0GXK01018,Industrial Products,Cables - Electricals,322.45,40.39,4724.67,0.00,28.55,163.62,555.51,102.42,41.37,24.16,0.74,41.45,3.90,7.19,93.61,111.78,33.72,109.22,188.93,32.22,11.33,98.43,36.30
Vallabh Steels,513397,,INE457E01016,Industrial Products,Iron & Steel Products,9.50,,4.70,0.00,-0.26,13.33,0.00,,-4.94,-170.03,,,,0.00,,23.50,,0.00,0.01,-5.84,,,0.88
Vama Wovenfab,544931,,INE1G7R01010,Industrial Products,Packaging,277.85,12.48,144.18,0.00,,,,,39.23,9.43,0.89,50.38,8.79,,,,45.75,-6.31,-1.71,38.26,8.35,176.86,0.00
Vardhman Special,534392,VSSL,INE050M01012,Industrial Products,Iron & Steel Products,411.50,27.76,3979.25,0.85,41.19,106.98,486.01,12.06,15.28,16.88,0.07,11.63,17.51,0.00,0.37,6.35,12.19,105.88,375.20,16.44,10.69,1.31,26.47
Vdeal System,,VDEAL,INE0U2M01015,Electrical Equipment,Other Electrical Equipment,112.50,13.23,55.02,0.00,2.88,5.11,28.35,16.43,17.17,9.52,0.69,15.01,4.64,0.00,22.77,55.80,23.20,-6.37,-18.80,28.33,16.98,34.34,0.00
Veejay Lak. Eng.,522267,,INE466D01019,Industrial Manufacturing,Industrial Products,39.01,,19.78,0.00,-0.34,79.76,15.81,-22.19,-6.75,89.96,2.95,-39.94,-0.75,0.00,7.84,17.10,-24.76,-0.76,4.31,-4.26,-4.62,-9.85,0.00
Venus Pipes,543528,VENUSPIPES,INE0JA001018,Industrial Products,Iron & Steel Products,2163.20,43.11,4481.31,0.05,26.41,6.66,320.54,15.97,21.27,22.82,0.43,17.04,4.30,0.00,28.31,32.32,19.58,112.42,233.31,24.88,16.29,21.73,123.67
Vesuvius India,520113,VESUVIUS,INE386A01023,Industrial Products,Electrodes & Refractories,389.10,30.83,7897.20,0.39,58.51,-7.13,536.17,2.26,21.34,17.63,0.01,15.02,282.17,0.00,16.16,25.79,17.47,177.46,517.96,24.30,16.70,8.91,46.62
Vibhor Steel,544124,VSTL,INE0QTF01015,Industrial Products,Iron & Steel Products,113.76,25.68,215.72,0.00,1.93,-38.54,293.69,27.16,7.92,8.09,0.98,5.05,1.75,0.00,1.07,-22.71,7.56,61.28,103.07,10.33,3.74,20.89,19.93
Vidya Wires,544633,VIDYAWIRES,INE14UN01029,Industrial Products,"Aluminium, Copper & Zinc Products",90.54,30.73,1925.72,0.00,17.14,41.42,549.71,33.50,20.59,19.46,0.18,17.68,9.14,0.00,22.07,38.48,21.21,-9.29,-23.89,21.82,4.51,31.66,72.34
Vigor Plast,,VIGOR,INE1DM601016,Industrial Products,Plastic Products - Industrial,100.00,10.58,103.52,0.00,2.30,39.39,17.49,53.96,35.25,5.53,0.16,34.59,11.99,0.00,20.88,212.55,45.03,5.03,21.48,30.70,26.67,59.49,1.06
Vijaypd Ceutical,,VIJAYPD,INE0WL901019,Electrical Equipment,Heavy Electrical Equipment,72.85,28.06,142.27,0.00,2.64,50.57,47.62,-4.59,11.57,18.15,0.64,11.94,5.08,0.00,24.65,204.26,16.89,-7.32,-38.89,15.46,4.76,-1.26,1.66
Vikram Solar,544488,VIKRAMSOLR,INE078V01014,Electrical Equipment,Other Electrical Equipment,160.31,16.10,5808.90,0.00,19.78,-85.17,1563.09,37.89,30.56,6.26,0.19,21.37,3.80,9.24,32.32,213.80,20.19,666.94,1108.83,26.35,15.30,33.26,18.93
Vilas Transcore,,VILAS,INE0AZY01017,Industrial Products,Other Industrial Products,395.00,25.04,966.96,0.00,15.18,-26.24,231.91,21.66,15.87,15.91,0.12,12.50,25.00,0.00,17.69,24.79,13.79,-1.70,5.93,19.46,11.17,30.48,23.69
Vinayak Polycon,534639,,INE581M01016,Industrial Products,Packaging,21.00,215.67,6.47,0.00,0.04,-20.00,6.09,20.12,4.23,10.47,0.77,0.60,1.54,0.00,-2.99,-27.89,3.71,-0.32,4.15,6.59,4.40,-5.13,0.00
Vinyas Innovativ,,VINYAS,INE0OLS01010,Industrial Manufacturing,Industrial Products,1527.30,62.26,1922.07,0.00,21.53,73.49,302.39,22.36,18.70,31.41,0.56,16.13,3.70,0.00,29.92,61.49,15.78,-32.30,-52.39,18.15,11.88,29.67,4.50
Visaman Global,,VISAMAN,INE0BHK01012,Industrial Products,Iron & Steel Products,30.20,9.99,60.51,0.00,3.18,283.13,139.49,8.74,11.36,8.54,0.96,10.97,2.26,0.00,-15.20,69.70,11.08,-43.35,-22.17,11.18,5.79,-6.41,8.26
Vivid Electromech,,VIVIDEL,INE24H301028,Electrical Equipment,Other Electrical Equipment,1773.70,49.87,1576.43,0.00,22.16,41.69,129.57,27.96,58.63,34.82,0.45,54.88,43.89,0.00,50.00,508.93,49.78,6.89,17.22,53.21,22.59,28.91,13.37
VMS TMT,544521,VMSTMT,INE0SJA01013,Industrial Products,Iron & Steel Products,46.48,13.63,230.69,0.00,4.47,-47.90,247.76,16.72,13.90,8.38,1.01,13.96,1.95,0.00,-1.66,71.08,19.76,-10.01,3.85,15.03,6.06,8.88,43.03
Volt.Transform.,532757,VOLTAMP,INE540H01012,Electrical Equipment,Heavy Electrical Equipment,10709.00,34.17,10834.42,0.93,91.22,14.67,543.78,28.38,23.50,24.71,0.00,17.35,264.56,0.00,15.85,14.25,20.64,139.71,575.20,28.06,15.96,17.84,108.45
Vruddhi Engineer,544157,,INE0OMZ01013,Industrial Manufacturing,Industrial Products,184.00,15.22,46.43,0.00,2.02,83.64,29.60,64.72,30.73,9.27,0.55,30.53,8.03,0.00,48.73,59.62,28.44,3.00,0.87,26.61,12.98,35.22,0.00
VST Till. Tract.,531266,VSTTILLERS,INE764D01017,"Agricultural, Commercial & Construction Vehicles",Tractors,4473.30,35.13,3870.64,0.56,48.73,9.36,313.40,10.96,13.81,21.81,0.00,10.11,76.50,0.00,7.21,5.16,10.88,131.61,256.77,14.62,13.27,17.02,17.78
W H Brady,501391,WHBRADY,INE855A01019,Industrial Products,Other Industrial Products,491.00,24.89,125.21,0.00,2.49,3.64,19.44,-17.56,7.31,10.75,0.09,4.32,6.98,0.00,5.99,-12.21,6.71,5.14,13.06,13.68,4.83,-19.19,1.30
Waaree Energies,544277,WAAREEENER,INE377N01017,Electrical Equipment,Other Electrical Equipment,2495.00,17.83,71769.01,0.16,891.87,14.09,7931.79,79.22,38.45,9.67,0.22,32.54,19.25,0.00,57.82,99.02,31.03,1626.95,7090.20,39.00,21.14,94.31,3476.71
Waaree Renewab.,534618,WAAREERTL,INE299N01021,Electrical Equipment,Other Electrical Equipment,832.90,17.03,8693.74,0.12,114.49,32.30,811.34,34.53,84.98,11.92,0.12,68.57,41.00,0.00,113.62,100.60,69.49,290.93,721.01,89.98,19.29,80.19,111.45
